AnimalGroup,ClusterID,Percentage
bird,168,0.2285714285714286
bird,170,0.1142857142857143
bird,172,0.2285714285714286
bird,174,0.1142857142857143
bird,175,5.371428571428572
bird,178,0.1142857142857143
bird,179,0.1142857142857143
bird,182,0.1142857142857143
bird,184,0.4571428571428572
bird,185,4.228571428571429
bird,187,0.2285714285714286
bird,188,0.5714285714285714
bird,192,0.2285714285714286
bird,195,0.6857142857142857
bird,196,0.4571428571428572
bird,199,0.1142857142857143
bird,201,0.1142857142857143
bird,204,0.1142857142857143
bird,206,0.2285714285714286
bird,208,0.1142857142857143
bird,210,0.1142857142857143
bird,212,0.34285714285714286
bird,213,0.2285714285714286
bird,214,0.34285714285714286
bird,215,0.1142857142857143
bird,217,0.2285714285714286
bird,219,0.1142857142857143
bird,221,0.1142857142857143
bird,222,0.2285714285714286
bird,224,0.1142857142857143
bird,230,0.1142857142857143
bird,231,0.1142857142857143
bird,232,0.1142857142857143
bird,235,0.1142857142857143
bird,236,0.34285714285714286
bird,242,0.1142857142857143
bird,243,0.1142857142857143
bird,244,0.1142857142857143
bird,250,0.1142857142857143
bird,254,0.1142857142857143
bird,256,0.1142857142857143
bird,257,0.34285714285714286
bird,258,0.1142857142857143
bird,259,0.1142857142857143
bird,261,0.1142857142857143
bird,264,0.1142857142857143
bird,266,2.057142857142857
bird,268,3.085714285714286
bird,271,0.2285714285714286
bird,272,0.1142857142857143
bird,274,0.1142857142857143
bird,278,0.1142857142857143
bird,279,0.1142857142857143
bird,280,0.1142857142857143
bird,281,0.1142857142857143
bird,288,0.1142857142857143
bird,289,0.1142857142857143
bird,291,0.1142857142857143
bird,293,0.4571428571428572
bird,294,0.2285714285714286
bird,300,0.1142857142857143
bird,304,0.1142857142857143
bird,307,0.2285714285714286
bird,312,2.4
bird,313,0.1142857142857143
bird,320,0.34285714285714286
bird,323,0.1142857142857143
bird,324,0.1142857142857143
bird,326,0.1142857142857143
bird,327,0.1142857142857143
bird,328,0.1142857142857143
bird,329,0.1142857142857143
bird,331,0.2285714285714286
bird,334,0.1142857142857143
bird,335,0.1142857142857143
bird,337,0.1142857142857143
bird,343,0.34285714285714286
bird,344,0.1142857142857143
bird,345,0.1142857142857143
bird,346,0.4571428571428572
bird,355,0.1142857142857143
bird,356,0.1142857142857143
bird,359,0.5714285714285714
bird,361,0.1142857142857143
bird,363,0.1142857142857143
bird,364,0.1142857142857143
bird,366,0.1142857142857143
bird,368,0.1142857142857143
bird,370,0.2285714285714286
bird,372,0.1142857142857143
bird,373,0.1142857142857143
bird,374,0.1142857142857143
bird,376,0.1142857142857143
bird,378,0.1142857142857143
bird,379,0.1142857142857143
bird,381,0.1142857142857143
bird,382,0.1142857142857143
bird,384,0.1142857142857143
bird,386,0.1142857142857143
bird,387,0.1142857142857143
bird,388,0.1142857142857143
bird,390,0.1142857142857143
bird,391,0.1142857142857143
bird,392,0.2285714285714286
bird,393,0.1142857142857143
bird,394,0.9142857142857144
bird,403,0.4571428571428572
bird,404,0.1142857142857143
bird,405,0.1142857142857143
bird,406,0.1142857142857143
bird,409,0.1142857142857143
bird,411,0.1142857142857143
bird,413,0.9142857142857144
bird,414,0.1142857142857143
bird,415,0.1142857142857143
bird,416,0.1142857142857143
bird,418,0.34285714285714286
bird,419,0.1142857142857143
bird,422,0.4571428571428572
bird,423,0.1142857142857143
bird,425,0.1142857142857143
bird,427,0.1142857142857143
bird,429,0.1142857142857143
bird,430,0.2285714285714286
bird,433,0.1142857142857143
bird,434,0.1142857142857143
bird,436,0.1142857142857143
bird,437,0.1142857142857143
mammal,0,0.12158054711246201
mammal,1,0.3951367781155016
mammal,2,0.5167173252279635
mammal,3,0.1519756838905775
mammal,4,3.4954407294832825
mammal,5,0.303951367781155
mammal,6,0.1519756838905775
mammal,7,2.188449848024316
mammal,8,0.0911854103343465
mammal,9,1.7933130699088147
mammal,10,0.030395136778115502
mammal,11,0.12158054711246201
mammal,12,0.1519756838905775
mammal,13,0.303951367781155
mammal,14,0.24316109422492402
mammal,15,0.2127659574468085
mammal,16,0.12158054711246201
mammal,17,3.829787234042553
mammal,18,0.364741641337386
mammal,19,0.2127659574468085
mammal,20,0.12158054711246201
mammal,21,0.8814589665653495
mammal,22,0.425531914893617
mammal,23,0.060790273556231005
mammal,24,0.182370820668693
mammal,25,2.43161094224924
mammal,26,0.0911854103343465
mammal,27,0.8206686930091186
mammal,28,0.3951367781155016
mammal,29,0.0911854103343465
mammal,30,0.2127659574468085
mammal,31,0.2127659574468085
mammal,32,0.2735562310030395
mammal,33,0.0911854103343465
mammal,34,0.425531914893617
mammal,35,0.7598784194528876
mammal,36,0.12158054711246201
mammal,37,0.364741641337386
mammal,38,0.48632218844984804
mammal,39,0.24316109422492402
mammal,40,0.1519756838905775
mammal,41,0.24316109422492402
mammal,42,0.1519756838905775
mammal,43,2.370820668693009
mammal,44,0.182370820668693
mammal,45,0.364741641337386
mammal,46,0.12158054711246201
mammal,47,0.060790273556231005
mammal,48,0.3951367781155016
mammal,49,1.1246200607902737
mammal,50,0.12158054711246201
mammal,51,1.337386018237082
mammal,52,0.12158054711246201
mammal,53,0.3343465045592705
mammal,54,0.1519756838905775
mammal,55,0.0911854103343465
mammal,56,2.2796352583586628
mammal,57,0.12158054711246201
mammal,58,0.3343465045592705
mammal,59,0.0911854103343465
mammal,60,0.3951367781155016
mammal,61,0.182370820668693
mammal,62,0.182370820668693
mammal,63,0.2127659574468085
mammal,64,0.12158054711246201
mammal,65,0.060790273556231005
mammal,66,0.12158054711246201
mammal,67,0.8814589665653495
mammal,68,0.0911854103343465
mammal,69,0.12158054711246201
mammal,70,0.3343465045592705
mammal,71,0.24316109422492402
mammal,72,0.303951367781155
mammal,73,0.2127659574468085
mammal,74,0.0911854103343465
mammal,75,0.1519756838905775
mammal,76,0.48632218844984804
mammal,77,0.182370820668693
mammal,78,0.24316109422492402
mammal,79,0.2735562310030395
mammal,80,0.12158054711246201
mammal,81,0.030395136778115502
mammal,82,0.060790273556231005
mammal,83,0.12158054711246201
mammal,84,0.24316109422492402
mammal,85,0.060790273556231005
mammal,86,2.857142857142857
mammal,87,0.851063829787234
mammal,88,0.030395136778115502
mammal,89,0.060790273556231005
mammal,90,0.425531914893617
mammal,91,0.182370820668693
mammal,92,0.0911854103343465
mammal,93,0.12158054711246201
mammal,94,0.060790273556231005
mammal,95,1.7933130699088147
mammal,96,0.030395136778115502
mammal,97,0.3343465045592705
mammal,98,0.182370820668693
mammal,99,0.2127659574468085
mammal,100,0.1519756838905775
mammal,101,0.1519756838905775
mammal,102,1.7933130699088147
mammal,103,0.0911854103343465
mammal,104,0.12158054711246201
mammal,105,0.668693009118541
mammal,106,0.182370820668693
mammal,107,0.182370820668693
mammal,108,0.12158054711246201
mammal,109,0.24316109422492402
mammal,110,0.1519756838905775
mammal,111,0.060790273556231005
mammal,112,0.12158054711246201
mammal,113,0.2127659574468085
mammal,114,0.060790273556231005
mammal,115,0.0911854103343465
mammal,116,0.0911854103343465
mammal,117,0.060790273556231005
mammal,118,0.060790273556231005
mammal,119,0.060790273556231005
mammal,120,0.12158054711246201
mammal,121,0.030395136778115502
mammal,122,0.030395136778115502
mammal,123,0.060790273556231005
mammal,124,0.060790273556231005
mammal,125,0.060790273556231005
mammal,126,0.060790273556231005
mammal,127,0.030395136778115502
mammal,128,0.2127659574468085
mammal,129,0.24316109422492402
mammal,130,0.12158054711246201
mammal,131,0.060790273556231005
mammal,132,0.0911854103343465
mammal,133,0.030395136778115502
mammal,134,0.12158054711246201
mammal,135,0.12158054711246201
mammal,136,0.12158054711246201
mammal,137,0.060790273556231005
mammal,138,0.2735562310030395
mammal,139,0.12158054711246201
mammal,140,0.3951367781155016
mammal,141,0.303951367781155
mammal,142,0.2127659574468085
mammal,143,0.030395136778115502
mammal,144,0.060790273556231005
mammal,145,0.182370820668693
mammal,146,0.0911854103343465
mammal,147,0.12158054711246201
mammal,148,0.3343465045592705
mammal,149,0.364741641337386
mammal,150,0.060790273556231005
mammal,151,0.0911854103343465
mammal,152,0.3343465045592705
mammal,153,0.1519756838905775
mammal,154,0.060790273556231005
mammal,155,0.2127659574468085
mammal,156,0.030395136778115502
mammal,157,0.0911854103343465
mammal,158,0.030395136778115502
mammal,159,0.060790273556231005
mammal,160,0.12158054711246201
mammal,161,0.2735562310030395
mammal,162,0.0911854103343465
mammal,163,0.030395136778115502
mammal,164,0.030395136778115502
mammal,165,0.030395136778115502
mammal,166,0.0911854103343465
mammal,167,0.060790273556231005
mammal,168,0.425531914893617
mammal,169,0.24316109422492402
mammal,170,0.1519756838905775
mammal,171,0.12158054711246201
mammal,172,0.060790273556231005
mammal,173,0.060790273556231005
mammal,174,0.0911854103343465
mammal,175,6.990881458966565
mammal,176,0.12158054711246201
mammal,177,0.060790273556231005
mammal,178,0.030395136778115502
mammal,179,0.12158054711246201
mammal,180,0.060790273556231005
mammal,181,0.030395136778115502
mammal,182,0.0911854103343465
mammal,183,0.182370820668693
mammal,184,0.60790273556231
mammal,185,4.042553191489362
mammal,186,0.060790273556231005
mammal,187,0.060790273556231005
mammal,188,0.1519756838905775
mammal,189,0.060790273556231005
mammal,190,0.12158054711246201
mammal,191,0.030395136778115502
mammal,192,0.060790273556231005
mammal,193,0.182370820668693
mammal,194,0.060790273556231005
mammal,195,0.24316109422492402
mammal,196,0.425531914893617
mammal,197,0.060790273556231005
mammal,198,0.030395136778115502
mammal,199,0.030395136778115502
mammal,200,0.030395136778115502
mammal,201,0.030395136778115502
mammal,202,0.060790273556231005
mammal,203,0.060790273556231005
mammal,204,0.0911854103343465
mammal,205,0.060790273556231005
mammal,206,0.2127659574468085
mammal,207,0.182370820668693
mammal,208,0.0911854103343465
mammal,209,0.030395136778115502
mammal,210,0.24316109422492402
mammal,211,0.060790273556231005
mammal,212,0.1519756838905775
mammal,213,0.303951367781155
mammal,214,0.0911854103343465
mammal,215,0.030395136778115502
mammal,216,0.060790273556231005
mammal,217,0.060790273556231005
mammal,218,0.0911854103343465
mammal,219,0.030395136778115502
mammal,220,0.060790273556231005
mammal,221,0.030395136778115502
mammal,222,0.060790273556231005
mammal,223,0.12158054711246201
mammal,224,0.030395136778115502
mammal,225,0.1519756838905775
mammal,226,0.060790273556231005
mammal,227,0.060790273556231005
mammal,228,0.060790273556231005
mammal,229,0.12158054711246201
mammal,230,0.060790273556231005
mammal,231,0.030395136778115502
mammal,232,0.030395136778115502
mammal,233,0.060790273556231005
mammal,234,0.060790273556231005
mammal,235,0.030395136778115502
mammal,236,0.3343465045592705
mammal,237,0.060790273556231005
mammal,238,0.060790273556231005
mammal,239,0.060790273556231005
mammal,240,0.060790273556231005
mammal,241,0.060790273556231005
mammal,242,0.0911854103343465
mammal,243,0.030395136778115502
mammal,244,0.030395136778115502
mammal,245,0.060790273556231005
mammal,246,0.060790273556231005
mammal,247,0.060790273556231005
mammal,248,0.060790273556231005
mammal,249,0.060790273556231005
mammal,250,0.425531914893617
mammal,251,0.060790273556231005
mammal,252,0.060790273556231005
mammal,253,0.060790273556231005
mammal,254,0.030395136778115502
mammal,255,0.060790273556231005
mammal,256,0.030395136778115502
mammal,257,0.3951367781155016
mammal,258,0.030395136778115502
mammal,259,0.030395136778115502
mammal,260,0.060790273556231005
mammal,261,0.24316109422492402
mammal,262,0.060790273556231005
mammal,263,0.060790273556231005
mammal,264,0.030395136778115502
mammal,265,0.060790273556231005
mammal,266,1.6413373860182372
mammal,267,0.030395136778115502
mammal,268,1.6717325227963524
mammal,269,0.060790273556231005
mammal,270,0.060790273556231005
mammal,271,0.060790273556231005
mammal,272,0.030395136778115502
mammal,273,0.060790273556231005
mammal,274,0.030395136778115502
mammal,275,0.060790273556231005
mammal,276,0.060790273556231005
mammal,277,0.060790273556231005
mammal,278,0.030395136778115502
mammal,279,0.030395136778115502
mammal,281,0.030395136778115502
mammal,282,0.060790273556231005
mammal,283,0.060790273556231005
mammal,284,0.060790273556231005
mammal,285,0.060790273556231005
mammal,286,0.060790273556231005
mammal,287,0.060790273556231005
mammal,288,0.030395136778115502
mammal,289,0.060790273556231005
mammal,290,0.060790273556231005
mammal,291,0.030395136778115502
mammal,292,0.060790273556231005
mammal,293,0.3343465045592705
mammal,294,0.2127659574468085
mammal,295,0.060790273556231005
mammal,296,0.030395136778115502
mammal,297,0.060790273556231005
mammal,298,0.060790273556231005
mammal,299,0.2127659574468085
mammal,300,0.030395136778115502
mammal,301,0.060790273556231005
mammal,302,0.030395136778115502
mammal,303,0.060790273556231005
mammal,304,0.060790273556231005
mammal,305,0.030395136778115502
mammal,306,0.060790273556231005
mammal,307,0.182370820668693
mammal,308,0.060790273556231005
mammal,309,0.12158054711246201
mammal,310,0.060790273556231005
mammal,311,0.3951367781155016
mammal,312,2.066869300911854
mammal,313,0.030395136778115502
mammal,314,0.060790273556231005
mammal,315,0.060790273556231005
mammal,316,0.729483282674772
mammal,317,0.0911854103343465
mammal,318,0.060790273556231005
mammal,319,0.060790273556231005
mammal,320,0.12158054711246201
mammal,321,0.12158054711246201
mammal,322,0.060790273556231005
mammal,323,0.030395136778115502
mammal,324,0.060790273556231005
mammal,325,0.060790273556231005
mammal,327,0.030395136778115502
mammal,328,0.030395136778115502
mammal,329,0.030395136778115502
mammal,330,0.2127659574468085
mammal,331,0.303951367781155
mammal,332,0.060790273556231005
mammal,333,0.182370820668693
mammal,334,0.030395136778115502
mammal,335,0.030395136778115502
mammal,336,0.060790273556231005
mammal,337,0.060790273556231005
mammal,338,0.060790273556231005
mammal,339,0.060790273556231005
mammal,340,0.060790273556231005
mammal,341,0.060790273556231005
mammal,342,0.12158054711246201
mammal,343,0.0911854103343465
mammal,344,0.030395136778115502
mammal,345,0.030395136778115502
mammal,346,0.2735562310030395
mammal,347,0.060790273556231005
mammal,348,0.060790273556231005
mammal,349,0.060790273556231005
mammal,350,0.060790273556231005
mammal,351,0.060790273556231005
mammal,352,0.060790273556231005
mammal,353,0.030395136778115502
mammal,354,0.060790273556231005
mammal,355,0.0911854103343465
mammal,356,0.030395136778115502
mammal,357,0.060790273556231005
mammal,358,0.060790273556231005
mammal,359,0.2735562310030395
mammal,360,0.060790273556231005
mammal,361,0.0911854103343465
mammal,362,0.030395136778115502
mammal,363,0.030395136778115502
mammal,364,0.030395136778115502
mammal,365,0.060790273556231005
mammal,366,0.0911854103343465
mammal,367,0.060790273556231005
mammal,368,0.030395136778115502
mammal,369,0.060790273556231005
mammal,370,0.0911854103343465
mammal,371,0.060790273556231005
mammal,372,0.0911854103343465
mammal,374,0.030395136778115502
mammal,375,0.12158054711246201
mammal,376,0.030395136778115502
mammal,377,0.12158054711246201
mammal,378,0.060790273556231005
mammal,379,0.030395136778115502
mammal,380,0.060790273556231005
mammal,381,0.030395136778115502
mammal,382,0.030395136778115502
mammal,383,0.060790273556231005
mammal,384,0.030395136778115502
mammal,385,0.182370820668693
mammal,386,0.060790273556231005
mammal,387,0.030395136778115502
mammal,389,0.060790273556231005
mammal,390,0.364741641337386
mammal,391,0.030395136778115502
mammal,392,0.030395136778115502
mammal,393,0.030395136778115502
mammal,394,2.2796352583586628
mammal,395,0.030395136778115502
mammal,396,0.0911854103343465
mammal,397,0.060790273556231005
mammal,398,0.12158054711246201
mammal,399,0.060790273556231005
mammal,400,0.060790273556231005
mammal,401,0.060790273556231005
mammal,402,0.060790273556231005
mammal,403,0.3951367781155016
mammal,404,0.030395136778115502
mammal,405,0.030395136778115502
mammal,406,0.030395136778115502
mammal,407,0.060790273556231005
mammal,408,0.060790273556231005
mammal,409,0.0911854103343465
mammal,410,0.060790273556231005
mammal,411,0.060790273556231005
mammal,412,0.060790273556231005
mammal,413,0.668693009118541
mammal,414,0.303951367781155
mammal,415,0.030395136778115502
mammal,416,0.030395136778115502
mammal,417,0.060790273556231005
mammal,418,0.0911854103343465
mammal,419,0.060790273556231005
mammal,420,0.060790273556231005
mammal,421,0.060790273556231005
mammal,422,0.729483282674772
mammal,423,0.030395136778115502
mammal,424,0.060790273556231005
mammal,425,0.030395136778115502
mammal,426,0.1519756838905775
mammal,427,0.030395136778115502
mammal,428,0.060790273556231005
mammal,429,0.030395136778115502
mammal,430,0.12158054711246201
mammal,431,0.060790273556231005
mammal,432,0.060790273556231005
mammal,433,0.030395136778115502
mammal,434,0.030395136778115502
mammal,435,0.060790273556231005
mammal,436,0.030395136778115502
mammal,437,0.030395136778115502
mammal,438,0.1519756838905775
reptile,3,4.0
reptile,4,12.0
reptile,7,4.0
reptile,10,4.0
reptile,17,4.0
reptile,32,4.0
reptile,35,4.0
reptile,43,4.0
reptile,76,4.0
reptile,94,4.0
reptile,102,4.0
reptile,110,4.0
reptile,142,4.0
reptile,268,4.0
reptile,280,4.0
reptile,302,4.0
reptile,312,12.0
reptile,320,4.0
reptile,326,4.0
reptile,373,4.0
reptile,388,4.0
